feature,mean_abs_shap
PREDICT_original_tf_GLCMMS_correlationd1.0A1.57mean,0.0004601020970483853
PREDICT_original_tf_Gabor_std_F0.5_A1.57,0.0004600036780048706
PREDICT_original_tf_Gabor_max_F0.05_A0.0,0.00045754218246880083
PREDICT_original_phasef_phasecong_energy_WL3_N5,0.0004544891175564091
PREDICT_original_tf_Gabor_mean_F0.05_A2.36,0.00045386179882320085
PREDICT_original_logf_peak_sigma10,0.00045359791772704906
"PREDICT_original_vf_Frangi_inner_skewness_SR(1.0, 10.0)_SS2.0",0.0004515383794926431
PREDICT_original_logf_kurtosis_sigma5,0.0004510437973625424
PREDICT_original_tf_GLCMMS_energyd3.0A2.36std,0.0004461881977271849
PREDICT_original_tf_GLCM_contrastd3.0A0.79,0.0004430776177341956
PREDICT_original_tf_GLCMMS_contrastd1.0A1.57std,0.0004430776177341955
PREDICT_original_tf_GLCM_correlationd3.0A2.36,0.0004424984389220584
PREDICT_original_tf_Gabor_mean_F0.2_A0.0,0.0004407355435731934
PREDICT_original_tf_Gabor_min_F0.5_A1.57,0.0004377554238471396
PREDICT_original_logf_quartile_range_sigma10,0.00043211632441077214
PREDICT_original_logf_min_sigma1,0.0004276522744318578
PREDICT_original_logf_skewness_sigma10,0.0004273281124252764
PREDICT_original_tf_GLCM_homogeneityd3.0A0.79,0.0004269115412521645
PREDICT_original_tf_GLCMMS_homogeneityd1.0A1.57std,0.00042691154125216367
PREDICT_original_tf_Gabor_min_F0.05_A0.0,0.0004263891315147555
PREDICT_original_tf_GLCM_contrastd3.0A1.57,0.00042627191344063437
PREDICT_original_tf_GLCMMS_contrastd1.0A2.36mean,0.00042627191344063404
PREDICT_original_tf_GLCMMS_energyd3.0A2.36mean,0.00042192119941730706
PREDICT_original_tf_Gabor_peak_position_F0.5_A0.79,0.00041264476691901515
PREDICT_original_tf_GLCM_correlationd3.0A1.57,0.0004119959375558392
PREDICT_original_tf_Gabor_std_F0.05_A1.57,0.0004116379726938523
PREDICT_original_tf_Gabor_range_F0.2_A0.0,0.00041105412429101693
PREDICT_original_tf_Gabor_peak_F0.5_A0.79,0.000410741933760746
PREDICT_original_tf_Gabor_max_F0.05_A0.79,0.00040962711221588977
PREDICT_original_logf_range_sigma1,0.00040664425396946135
PREDICT_original_logf_energy_sigma5,0.00040645505041684573
PREDICT_original_tf_GLCM_correlationd3.0A0.0,0.00040477129250085227
PREDICT_original_tf_GLCMMS_energyd3.0A0.0std,0.00040049416097602975
PREDICT_original_logf_max_sigma1,0.00040016258133285183
PREDICT_original_tf_GLCMMS_contrastd3.0A0.79mean,0.0003972510475905913
PREDICT_original_tf_GLCMMS_energyd3.0A1.57mean,0.00039687996437922664
PREDICT_original_tf_Gabor_quartile_range_F0.2_A0.79,0.0003949516147818065
PREDICT_original_tf_Gabor_peak_F0.5_A0.0,0.00039349604017263374
PREDICT_original_tf_LBP_median_R8_P24,0.0003883552977532464
PREDICT_original_sf_convexity_avg_2.5D,0.0003870055564653139
PREDICT_original_tf_GLCMMS_correlationd3.0A1.57mean,0.0003817778819695283
PREDICT_original_hf_peak_position,0.0003812741639526494
PREDICT_original_logf_max_sigma5,0.00037931701240653554
PREDICT_original_tf_Gabor_peak_F0.5_A1.57,0.0003765992176127645
PREDICT_original_tf_GLCMMS_contrastd3.0A0.0std,0.0003750077974071559
PREDICT_original_hf_mean,0.00037199841558659824
PREDICT_original_tf_GLCMMS_homogeneityd1.0A2.36std,0.00037065496745643803
PREDICT_original_tf_GLCM_homogeneityd3.0A2.36,0.0003706549674564378
PREDICT_original_tf_Gabor_mean_F0.2_A1.57,0.00036903620148103216
PREDICT_original_phasef_monogenic_min_WL3_N5,0.0003659961545001519
